user_id,Salad In The Box,SteakHolder,ANWAR BURGER,à¸ªà¸¡à¹ƒà¸ˆ à¸¥à¸¹à¸à¸Šà¸´à¹‰à¸™à¸—à¸­à¸”,à¸™à¹‰à¸­à¸‡à¹à¸™à¸™à¸«à¸¡à¸¹à¸›à¸´à¹‰à¸‡,à¸›à¸±à¸‡à¹€à¸¢à¹‡à¸™,à¹€à¸„à¸£à¸·à¹ˆà¸­à¸‡à¸”à¸·à¹ˆà¸¡ à¸¢à¸³à¸œà¸¥à¹„à¸¡à¹‰ à¸œà¸¥à¹„à¸¡à¹‰,à¸‚à¹‰à¸²à¸§à¹à¸à¸‡à¸Šà¸¸à¸”à¸­à¸´à¹ˆà¸¡à¸­à¸£à¹ˆà¸­à¸¢,à¸•à¸³à¸¢à¸³à¸¢à¹ˆà¸²à¸‡ à¸­à¸²à¸«à¸²à¸£à¸­à¸µà¸ªà¸²à¸™ à¸¥à¸²à¸šà¸¢à¹‚à¸ª,à¸¨à¸´à¸£à¸´à¸£à¸±à¸•à¸™à¹Œ à¹‚à¸ˆà¹‰à¸ à¸‚à¹‰à¸²à¸§à¸•à¹‰à¸¡,à¸œà¸±à¸”à¹„à¸— à¸«à¸­à¸¢à¸—à¸­à¸” à¸£à¸²à¸”à¸«à¸™à¹‰à¸²,à¸‚à¹‰à¸²à¸§à¸«à¸™à¹‰à¸²à¹€à¸›à¹‡à¸”-à¸‚à¹‰à¸²à¸§à¸«à¸¡à¸¹à¹à¸”à¸‡-à¸‚à¹‰à¸²à¸§à¸«à¸¡à¸¹à¸à¸£à¸­à¸š,à¸‚à¹‰à¸²à¸§à¸¢à¸³à¹„à¸à¹ˆà¸¢à¹ˆà¸²à¸‡ à¸‚à¹‰à¸²à¸§à¸¡à¸±à¸™à¹„à¸à¹ˆ 2 à¸ªà¸µ,à¹à¸Šà¸¡à¸›à¹Œà¸®à¸±à¹‰à¸‡à¹€à¸žà¹‰à¸‡,à¸Šà¸²à¸¢ 4 à¸šà¸°à¸«à¸¡à¸µà¹ˆà¹€à¸à¸µà¹Šà¸¢à¸§,à¸£à¹‰à¸²à¸™ 3 à¸›. à¸‚à¸²à¸«à¸¡à¸¹ à¸­à¸²à¸«à¸²à¸£à¸•à¸²à¸¡à¸ªà¸±à¹ˆà¸‡,à¸­à¸²à¸«à¸²à¸£à¸­à¸´à¸ªà¸¥à¸²à¸¡ Halal Food,à¸£à¹‰à¸²à¸™à¸­à¸²à¸«à¸²à¸£à¸•à¸²à¸¡à¸ªà¸±à¹ˆà¸‡à¸­à¸´à¹ˆà¸¡à¸­à¸£à¹ˆà¸­à¸¢,à¸žà¸´à¸™à¸´à¸ˆà¹‚à¸•à¹‰à¸£à¸¸à¹ˆà¸‡,clusters,explaned
96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,à¹é¹¤ÇÒÁÃÇ´àÃçÇ ªÍºÊÑè§ÍÒËÒÃµÒÁÊÑè§ ä´éá¡èÃéÒ¹ 3 ». ¢ÒËÁÙ ÍÒËÒÃµÒÁÊÑè§
233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,à¹é¹¤ÇÒÁÃÇ´àÃçÇ ªÍºÊÑè§ÍÒËÒÃµÒÁÊÑè§ ä´éá¡èÃéÒ¹ 3 ». ¢ÒËÁÙ ÍÒËÒÃµÒÁÊÑè§
251,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,à¹é¹¤ÇÒÁÃÇ´àÃçÇ ªÍºÊÑè§ÍÒËÒÃµÒÁÊÑè§ ä´éá¡èÃéÒ¹ 3 ». ¢ÒËÁÙ ÍÒËÒÃµÒÁÊÑè§
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,à¹é¹¤ÇÒÁÃÇ´àÃçÇ ªÍºÊÑè§ÍÒËÒÃµÒÁÊÑè§ ä´éá¡èÃéÒ¹ 3 ». ¢ÒËÁÙ ÍÒËÒÃµÒÁÊÑè§
89,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,5,à¹é¹¤ÇÒÁÃÇ´àÃçÇ ªÍºÊÑè§ÍÒËÒÃµÒÁÊÑè§ ä´éá¡èÃéÒ¹ 3 ». ¢ÒËÁÙ ÍÒËÒÃµÒÁÊÑè§
88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,à¹é¹¤ÇÒÁÃÇ´àÃçÇ ªÍºÊÑè§ÍÒËÒÃµÒÁÊÑè§ ä´éá¡èÃéÒ¹ 3 ». ¢ÒËÁÙ ÍÒËÒÃµÒÁÊÑè§
68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,à¹é¹¤ÇÒÁÃÇ´àÃçÇ ªÍºÊÑè§ÍÒËÒÃµÒÁÊÑè§ ä´éá¡èÃéÒ¹ 3 ». ¢ÒËÁÙ ÍÒËÒÃµÒÁÊÑè§
37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,à¹é¹¤ÇÒÁÃÇ´àÃçÇ ªÍºÊÑè§ÍÒËÒÃµÒÁÊÑè§ ä´éá¡èÃéÒ¹ 3 ». ¢ÒËÁÙ ÍÒËÒÃµÒÁÊÑè§
250,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,à¹é¹¤ÇÒÁÃÇ´àÃçÇ ªÍºÊÑè§ÍÒËÒÃµÒÁÊÑè§ ä´éá¡èÃéÒ¹ 3 ». ¢ÒËÁÙ ÍÒËÒÃµÒÁÊÑè§
267,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,5,à¹é¹¤ÇÒÁÃÇ´àÃçÇ ªÍºÊÑè§ÍÒËÒÃµÒÁÊÑè§ ä´éá¡èÃéÒ¹ 3 ». ¢ÒËÁÙ ÍÒËÒÃµÒÁÊÑè§
288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,à¹é¹¤ÇÒÁÃÇ´àÃçÇ ªÍºÊÑè§ÍÒËÒÃµÒÁÊÑè§ ä´éá¡èÃéÒ¹ 3 ». ¢ÒËÁÙ ÍÒËÒÃµÒÁÊÑè§
